Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
matches,serialized_flat,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[58, 56, 59, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 58, 'score': 0.2616048753261566}, {'corpus_id': 56, 'score': 0.2543350160121918}, {'corpus_id': 59, 'score': 0.22902990877628326}, {'corpus_id': 57, 'score': 0.22090189158916473}, {'corpus_id': 55, 'score': 0.18867413699626923}]]",400,
station_train,serialized_flat,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 62, 61, 63]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.35582059621810913}, {'corpus_id': 60, 'score': 0.3358350694179535}, {'corpus_id': 62, 'score': 0.33329644799232483}, {'corpus_id': 61, 'score': 0.32613521814346313}, {'corpus_id': 63, 'score': 0.2918027341365814}]]",400,
artist,serialized_flat,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3603891134262085}, {'corpus_id': 68, 'score': 0.3251272439956665}, {'corpus_id': 66, 'score': 0.2913534939289093}, {'corpus_id': 65, 'score': 0.2686662971973419}, {'corpus_id': 67, 'score': 0.2512792944908142}]]",400,
school,serialized_flat,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[74, 72, 73, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 74, 'score': 0.43820175528526306}, {'corpus_id': 72, 'score': 0.43691548705101013}, {'corpus_id': 73, 'score': 0.3806557357311249}, {'corpus_id': 70, 'score': 0.3708324432373047}, {'corpus_id': 71, 'score': 0.32011422514915466}]]",400,
book_club,serialized_flat,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 75, 78]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.3661823868751526}, {'corpus_id': 76, 'score': 0.34524521231651306}, {'corpus_id': 79, 'score': 0.29485437273979187}, {'corpus_id': 75, 'score': 0.2678142786026001}, {'corpus_id': 78, 'score': 0.2653529942035675}]]",400,
Staff,serialized_flat,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.40135473012924194}, {'corpus_id': 81, 'score': 0.3370937407016754}, {'corpus_id': 83, 'score': 0.31737688183784485}, {'corpus_id': 82, 'score': 0.31402257084846497}, {'corpus_id': 80, 'score': 0.18876749277114868}]]",400,
Products,serialized_flat,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.31992432475090027}, {'corpus_id': 88, 'score': 0.2730357348918915}, {'corpus_id': 89, 'score': 0.24017135798931122}, {'corpus_id': 87, 'score': 0.23080171644687653}, {'corpus_id': 86, 'score': 0.22279851138591766}]]",400,
Addresses_customers,serialized_flat,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 341, 344, 94, 342]",precision@5: 0.4,"[[{'corpus_id': 91, 'score': 0.2167026698589325}, {'corpus_id': 341, 'score': 0.20966440439224243}, {'corpus_id': 344, 'score': 0.18206945061683655}, {'corpus_id': 94, 'score': 0.1722610592842102}, {'corpus_id': 342, 'score': 0.15692409873008728}]]",400,
Customers,serialized_flat,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.24960966408252716}, {'corpus_id': 95, 'score': 0.2016495168209076}, {'corpus_id': 97, 'score': 0.18410509824752808}, {'corpus_id': 99, 'score': 0.12481089681386948}, {'corpus_id': 98, 'score': 0.10715074837207794}]]",400,
Physician,serialized_flat,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.36193662881851196}, {'corpus_id': 203, 'score': 0.31646931171417236}, {'corpus_id': 201, 'score': 0.3019867241382599}, {'corpus_id': 204, 'score': 0.2566169500350952}, {'corpus_id': 200, 'score': 0.17741452157497406}]]",400,
Movie,serialized_flat,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.38894423842430115}, {'corpus_id': 208, 'score': 0.341635525226593}, {'corpus_id': 209, 'score': 0.3022782802581787}, {'corpus_id': 205, 'score': 0.29001930356025696}, {'corpus_id': 206, 'score': 0.2650148272514343}]]",400,
film,serialized_flat,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 214, 212, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.4278474748134613}, {'corpus_id': 214, 'score': 0.40482595562934875}, {'corpus_id': 212, 'score': 0.4022102952003479}, {'corpus_id': 210, 'score': 0.39603886008262634}, {'corpus_id': 213, 'score': 0.3471413254737854}]]",400,
films,serialized_flat,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[215, 217, 219, 218, 216]",precision@5: 1.0,"[[{'corpus_id': 215, 'score': 0.23863568902015686}, {'corpus_id': 217, 'score': 0.2336917221546173}, {'corpus_id': 219, 'score': 0.19183257222175598}, {'corpus_id': 218, 'score': 0.18749944865703583}, {'corpus_id': 216, 'score': 0.18645334243774414}]]",400,
medicine,serialized_flat,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.2763690650463104}, {'corpus_id': 223, 'score': 0.20955109596252441}, {'corpus_id': 221, 'score': 0.18602566421031952}, {'corpus_id': 224, 'score': 0.1706864833831787}, {'corpus_id': 220, 'score': 0.0930563434958458}]]",400,
party,serialized_flat,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 226, 229, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.40357622504234314}, {'corpus_id': 227, 'score': 0.3932817280292511}, {'corpus_id': 226, 'score': 0.3810427486896515}, {'corpus_id': 229, 'score': 0.37972012162208557}, {'corpus_id': 228, 'score': 0.336217999458313}]]",400,
region,serialized_flat,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 232, 233, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.4528372883796692}, {'corpus_id': 232, 'score': 0.394822895526886}, {'corpus_id': 233, 'score': 0.3761359751224518}, {'corpus_id': 234, 'score': 0.3415048122406006}, {'corpus_id': 231, 'score': 0.3266286849975586}]]",400,
Student,serialized_flat,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 236, 239, 334, 330]",precision@5: 0.4,"[[{'corpus_id': 333, 'score': 0.17542791366577148}, {'corpus_id': 236, 'score': 0.16563880443572998}, {'corpus_id': 239, 'score': 0.15501351654529572}, {'corpus_id': 334, 'score': 0.1521729975938797}, {'corpus_id': 330, 'score': 0.15172654390335083}]]",400,
list,serialized_flat,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 240, 242, 243, 248]",precision@5: 0.8,"[[{'corpus_id': 241, 'score': 0.17015109956264496}, {'corpus_id': 240, 'score': 0.13021878898143768}, {'corpus_id': 242, 'score': 0.11427410691976547}, {'corpus_id': 243, 'score': 0.11279689520597458}, {'corpus_id': 248, 'score': 0.10055460780858994}]]",400,
teachers,serialized_flat,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 245, 246, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.23647162318229675}, {'corpus_id': 248, 'score': 0.19701538980007172}, {'corpus_id': 245, 'score': 0.17710347473621368}, {'corpus_id': 246, 'score': 0.17129428684711456}, {'corpus_id': 249, 'score': 0.1211366206407547}]]",400,
people,serialized_flat,5,"Index([300, 301, 302, 303, 304], dtype='int64')","[304, 300, 303, 301, 302]",precision@5: 1.0,"[[{'corpus_id': 304, 'score': 0.20181617140769958}, {'corpus_id': 300, 'score': 0.1882399618625641}, {'corpus_id': 303, 'score': 0.1368129998445511}, {'corpus_id': 301, 'score': 0.10985701531171799}, {'corpus_id': 302, 'score': 0.1063208058476448}]]",400,
company,serialized_flat,5,"Index([305, 306, 307, 308, 309], dtype='int64')","[309, 308, 305, 307, 306]",precision@5: 1.0,"[[{'corpus_id': 309, 'score': 0.32162779569625854}, {'corpus_id': 308, 'score': 0.3204531669616699}, {'corpus_id': 305, 'score': 0.29911285638809204}, {'corpus_id': 307, 'score': 0.28896790742874146}, {'corpus_id': 306, 'score': 0.26016780734062195}]]",400,
buildings,serialized_flat,5,"Index([310, 311, 312, 313, 314], dtype='int64')","[313, 312, 314, 311, 310]",precision@5: 1.0,"[[{'corpus_id': 313, 'score': 0.3775263726711273}, {'corpus_id': 312, 'score': 0.33362340927124023}, {'corpus_id': 314, 'score': 0.29938745498657227}, {'corpus_id': 311, 'score': 0.25933319330215454}, {'corpus_id': 310, 'score': 0.22082455456256866}]]",400,
Companies,serialized_flat,5,"Index([315, 316, 317, 318, 319], dtype='int64')","[309, 308, 305, 307, 319]",precision@5: 0.2,"[[{'corpus_id': 309, 'score': 0.31652146577835083}, {'corpus_id': 308, 'score': 0.2955130934715271}, {'corpus_id': 305, 'score': 0.29123178124427795}, {'corpus_id': 307, 'score': 0.28242650628089905}, {'corpus_id': 319, 'score': 0.2438555210828781}]]",400,
course,serialized_flat,5,"Index([320, 321, 322, 323, 324], dtype='int64')","[321, 323, 322, 320, 324]",precision@5: 1.0,"[[{'corpus_id': 321, 'score': 0.27819275856018066}, {'corpus_id': 323, 'score': 0.2504936754703522}, {'corpus_id': 322, 'score': 0.24875400960445404}, {'corpus_id': 320, 'score': 0.23088718950748444}, {'corpus_id': 324, 'score': 0.2276860475540161}]]",400,
teacher,serialized_flat,5,"Index([325, 326, 327, 328, 329], dtype='int64')","[329, 328, 327, 326, 325]",precision@5: 1.0,"[[{'corpus_id': 329, 'score': 0.3775365650653839}, {'corpus_id': 328, 'score': 0.35592353343963623}, {'corpus_id': 327, 'score': 0.29912489652633667}, {'corpus_id': 326, 'score': 0.2023228108882904}, {'corpus_id': 325, 'score': 0.17872151732444763}]]",400,
Student_game,serialized_flat,5,"Index([330, 331, 332, 333, 334], dtype='int64')","[333, 236, 239, 334, 330]",precision@5: 0.6,"[[{'corpus_id': 333, 'score': 0.17542791366577148}, {'corpus_id': 236, 'score': 0.16563880443572998}, {'corpus_id': 239, 'score': 0.15501351654529572}, {'corpus_id': 334, 'score': 0.1521729975938797}, {'corpus_id': 330, 'score': 0.15172654390335083}]]",400,
match,serialized_flat,5,"Index([335, 336, 337, 338, 339], dtype='int64')","[338, 336, 335, 337, 339]",precision@5: 1.0,"[[{'corpus_id': 338, 'score': 0.5510458946228027}, {'corpus_id': 336, 'score': 0.5214148759841919}, {'corpus_id': 335, 'score': 0.48645249009132385}, {'corpus_id': 337, 'score': 0.48286426067352295}, {'corpus_id': 339, 'score': 0.42657971382141113}]]",400,
addresses,serialized_flat,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[91, 341, 344, 94, 342]",precision@5: 0.6,"[[{'corpus_id': 91, 'score': 0.2167026698589325}, {'corpus_id': 341, 'score': 0.20966440439224243}, {'corpus_id': 344, 'score': 0.18206945061683655}, {'corpus_id': 94, 'score': 0.1722610592842102}, {'corpus_id': 342, 'score': 0.15692409873008728}]]",400,
member,serialized_flat,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[346, 347, 345, 349, 348]",precision@5: 1.0,"[[{'corpus_id': 346, 'score': 0.29176855087280273}, {'corpus_id': 347, 'score': 0.2856028079986572}, {'corpus_id': 345, 'score': 0.2716814875602722}, {'corpus_id': 349, 'score': 0.24484890699386597}, {'corpus_id': 348, 'score': 0.2403690218925476}]]",400,
artists,linearized_column_wise,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[84, 80, 82, 81, 97]",precision@5: 0.0,"[[{'corpus_id': 84, 'score': 0.15091896057128906}, {'corpus_id': 80, 'score': 0.1428297609090805}, {'corpus_id': 82, 'score': 0.11499632894992828}, {'corpus_id': 81, 'score': 0.10966542363166809}, {'corpus_id': 97, 'score': 0.09373895078897476}]]",400,
playlists,linearized_column_wise,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[6, 8, 7, 5, 9]",precision@5: 1.0,"[[{'corpus_id': 6, 'score': 0.26532283425331116}, {'corpus_id': 8, 'score': 0.2624668776988983}, {'corpus_id': 7, 'score': 0.23830120265483856}, {'corpus_id': 5, 'score': 0.206699937582016}, {'corpus_id': 9, 'score': 0.17586545646190643}]]",400,
chip_model,linearized_column_wise,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 10, 14]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.396796315908432}, {'corpus_id': 12, 'score': 0.3733547031879425}, {'corpus_id': 13, 'score': 0.3652274012565613}, {'corpus_id': 10, 'score': 0.3462090790271759}, {'corpus_id': 14, 'score': 0.3449544608592987}]]",400,
Video_Games,linearized_column_wise,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.3879157304763794}, {'corpus_id': 18, 'score': 0.3375418484210968}, {'corpus_id': 15, 'score': 0.30197638273239136}, {'corpus_id': 19, 'score': 0.2978847622871399}, {'corpus_id': 16, 'score': 0.2930384576320648}]]",400,
employee,linearized_column_wise,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.26768258213996887}, {'corpus_id': 23, 'score': 0.2634708285331726}, {'corpus_id': 20, 'score': 0.2503492832183838}, {'corpus_id': 24, 'score': 0.14782026410102844}, {'corpus_id': 21, 'score': 0.14546674489974976}]]",400,
Addresses,linearized_column_wise,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]",precision@5: 1.0,"[[{'corpus_id': 25, 'score': 0.1943160742521286}, {'corpus_id': 28, 'score': 0.17501771450042725}, {'corpus_id': 27, 'score': 0.13886955380439758}, {'corpus_id': 29, 'score': 0.12460201233625412}, {'corpus_id': 26, 'score': 0.12152739614248276}]]",400,
city,linearized_column_wise,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 30, 31]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.4728739261627197}, {'corpus_id': 34, 'score': 0.4294426143169403}, {'corpus_id': 33, 'score': 0.41655871272087097}, {'corpus_id': 30, 'score': 0.40586963295936584}, {'corpus_id': 31, 'score': 0.4044243097305298}]]",400,
shop,linearized_column_wise,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 35, 'score': 0.2385188788175583}, {'corpus_id': 38, 'score': 0.2310115396976471}, {'corpus_id': 36, 'score': 0.2211262285709381}, {'corpus_id': 37, 'score': 0.17695201933383942}, {'corpus_id': 39, 'score': 0.15962035953998566}]]",400,
stadium,linearized_column_wise,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.2855012118816376}, {'corpus_id': 43, 'score': 0.24620753526687622}, {'corpus_id': 41, 'score': 0.245507150888443}, {'corpus_id': 44, 'score': 0.20935945212841034}, {'corpus_id': 42, 'score': 0.1852760910987854}]]",400,
singer,linearized_column_wise,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 47, 49, 46]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.43480074405670166}, {'corpus_id': 48, 'score': 0.3512493073940277}, {'corpus_id': 47, 'score': 0.34939971566200256}, {'corpus_id': 49, 'score': 0.3386174440383911}, {'corpus_id': 46, 'score': 0.33286479115486145}]]",400,
station_bike,linearized_column_wise,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[51, 53, 50, 52, 54]",precision@5: 1.0,"[[{'corpus_id': 51, 'score': 0.22341999411582947}, {'corpus_id': 53, 'score': 0.21719685196876526}, {'corpus_id': 50, 'score': 0.20882783830165863}, {'corpus_id': 52, 'score': 0.20657409727573395}, {'corpus_id': 54, 'score': 0.19916099309921265}]]",400,
matches,linearized_column_wise,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[398, 387, 198, 117, 180]",precision@5: 0.0,"[[{'corpus_id': 398, 'score': 0.07190698385238647}, {'corpus_id': 387, 'score': 0.07069886475801468}, {'corpus_id': 198, 'score': 0.07048554718494415}, {'corpus_id': 117, 'score': 0.06844782084226608}, {'corpus_id': 180, 'score': 0.065026193857193}]]",400,
station_train,linearized_column_wise,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 61, 62, 63]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.400998592376709}, {'corpus_id': 60, 'score': 0.3537483811378479}, {'corpus_id': 61, 'score': 0.33640018105506897}, {'corpus_id': 62, 'score': 0.3321886956691742}, {'corpus_id': 63, 'score': 0.29869967699050903}]]",400,
artist,linearized_column_wise,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3629362881183624}, {'corpus_id': 68, 'score': 0.3325897753238678}, {'corpus_id': 66, 'score': 0.3062709867954254}, {'corpus_id': 65, 'score': 0.2715389132499695}, {'corpus_id': 67, 'score': 0.25319787859916687}]]",400,
school,linearized_column_wise,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.4723668694496155}, {'corpus_id': 73, 'score': 0.42916765809059143}, {'corpus_id': 74, 'score': 0.4194733798503876}, {'corpus_id': 70, 'score': 0.39270710945129395}, {'corpus_id': 71, 'score': 0.33535754680633545}]]",400,
book_club,linearized_column_wise,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 78, 75]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.38126975297927856}, {'corpus_id': 76, 'score': 0.33690211176872253}, {'corpus_id': 79, 'score': 0.31162354350090027}, {'corpus_id': 78, 'score': 0.2773623466491699}, {'corpus_id': 75, 'score': 0.2691240906715393}]]",400,
Staff,linearized_column_wise,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 82, 83, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.41409242153167725}, {'corpus_id': 81, 'score': 0.34124672412872314}, {'corpus_id': 82, 'score': 0.33336833119392395}, {'corpus_id': 83, 'score': 0.32348960638046265}, {'corpus_id': 80, 'score': 0.2054688036441803}]]",400,
Products,linearized_column_wise,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.330353707075119}, {'corpus_id': 88, 'score': 0.26863211393356323}, {'corpus_id': 89, 'score': 0.2673405706882477}, {'corpus_id': 87, 'score': 0.2432112842798233}, {'corpus_id': 86, 'score': 0.22415509819984436}]]",400,
Addresses_customers,linearized_column_wise,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 341, 344, 94, 90]",precision@5: 0.6,"[[{'corpus_id': 91, 'score': 0.1992090493440628}, {'corpus_id': 341, 'score': 0.19851082563400269}, {'corpus_id': 344, 'score': 0.1666431427001953}, {'corpus_id': 94, 'score': 0.1503601223230362}, {'corpus_id': 90, 'score': 0.13599881529808044}]]",400,
Customers,linearized_column_wise,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 82, 84]",precision@5: 0.6,"[[{'corpus_id': 96, 'score': 0.23245687782764435}, {'corpus_id': 95, 'score': 0.19705884158611298}, {'corpus_id': 97, 'score': 0.18596144020557404}, {'corpus_id': 82, 'score': 0.10256551951169968}, {'corpus_id': 84, 'score': 0.08660437166690826}]]",400,
Physician,linearized_column_wise,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.3907775282859802}, {'corpus_id': 203, 'score': 0.3515143394470215}, {'corpus_id': 201, 'score': 0.32198798656463623}, {'corpus_id': 204, 'score': 0.2804510295391083}, {'corpus_id': 200, 'score': 0.19569428265094757}]]",400,
Movie,linearized_column_wise,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.4041360020637512}, {'corpus_id': 208, 'score': 0.37018194794654846}, {'corpus_id': 209, 'score': 0.3272881507873535}, {'corpus_id': 205, 'score': 0.3057868480682373}, {'corpus_id': 206, 'score': 0.2842911183834076}]]",400,
film,linearized_column_wise,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 214, 212, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.42735275626182556}, {'corpus_id': 214, 'score': 0.38852444291114807}, {'corpus_id': 212, 'score': 0.38619792461395264}, {'corpus_id': 210, 'score': 0.38460034132003784}, {'corpus_id': 213, 'score': 0.3415055572986603}]]",400,
films,linearized_column_wise,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[215, 217, 219, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 215, 'score': 0.24604681134223938}, {'corpus_id': 217, 'score': 0.24075117707252502}, {'corpus_id': 219, 'score': 0.1960693895816803}, {'corpus_id': 216, 'score': 0.18367500603199005}, {'corpus_id': 218, 'score': 0.1799810826778412}]]",400,
